13818513_1	Cookies
13862411_2	worry
13862411_3	actually
13862411_3	better
13862411_4	Right
13862411_4	interesting
13862411_4	friends
13862411_4	I
13862411_4	know
13862411_6	Yeah
13862411_6	right
13862411_7	flu
13862411_7	and
13862411_7	I
13862411_7	guess
13862411_7	would
13862411_7	appreciate
13862411_7	if
13862411_7	I
13862411_7	stay
13862411_7	at
13862411_7	home
13862411_8	sick
13862411_9	flu
13862411_9	shot
13862411_11	No
13862411_11	idea
13862411_11	some
13862411_11	new
13862411_11	virus
13862411_11	or
13862411_11	what
13862411_12	influenza
13862411_12	viruses
13862411_13	But
13862411_13	vaccinate
13862411_13	anyway
13862411_13	better
13862411_14	Sure
13862411_15	Complication
13862411_15	risk
13715954_1	dubai
13715954_1	cheap
13715954_1	flight
13715954_2	oh
13715954_2	cool
13715954_2	accommodation
13715954_3	my
13715954_3	bro
13715954_3	was
13715954_3	there
13715954_3	last
13715954_3	year
13715954_3	and
13715954_3	hotels
13715954_3	expensive
13715954_5	just
13715954_5	depends
13715954_5	on
13715954_5	depth
13715954_5	of
13715954_5	your
13715954_5	wallet
13715954_6	in
13715954_6	case
13715954_6	its
13715954_6	deep
13715954_6	enough
13715954_6	you
13715954_6	still
13715954_6	owe
13715954_6	a
13715954_6	20
13715954_7	cant
13715954_7	hear
13715954_7	cant
13715954_7	see
13715954_8	typical
13715954_9	anyways
13715954_9	got
13715954_9	hotel
13715954_9	mort
13715954_10	havent
13715954_10	checked
13715954_10	yet
13715954_10	but
13715954_10	I
13715954_10	guess
13715954_10	affordable
13715954_12	point
13715954_12	Next
13715954_12	thursday
13715954_12	for
13715954_12	six
13715954_12	nights
13715954_13	haha
13715954_13	you
13715954_13	remember
13715954_13	about
13715954_13	youknowhat
13715954_14	she
13715954_14	might
13715954_14	kill
13715954_14	me
13715954_14	as
13715954_14	well
13715954_15	oyu
13715954_15	mean
13715954_15	She
13715954_15	gonna
13715954_15	be
13715954_15	mad
13715954_16	your
13715954_16	right
13716830_1	I
13716830_1	think
13716830_1	sunny
13716830_1	Camden
13716830_1	Market
13716830_1	gem
13716830_1	filephoto
13716830_2	Oh
13716830_2	Overrated
13716830_3	grilled
13716830_3	cheese
13716830_3	to
13716830_3	go
13716830_3	Cheese
13716830_3	shop
13716830_3	Cafe
13716830_3	Market
13716830_3	culinary
13716830_3	heaven
13716830_4	Liverpool
13716830_4	Street
13716830_4	station
13716830_4	area
13716830_4	market
13716830_4	and
13716830_4	vintage
13716830_4	clothes
13716830_4	accessories
13716830_5	exactly
13716830_6	single
13716830_6	streets
13716830_6	alleys
13716830_6	around
13716830_6	favourite
13716830_6	link
13716830_6	httpswwwtimeoutcomlondonshoppingbricklanemarket
13716830_7	friends
13716830_8	Highly
13716830_8	recommended
13716830_8	Tower
13716830_8	of
13716830_8	London
13716830_8	Tower
13716830_8	Bridge
13716830_8	cross
13716830_8	along
13716830_8	Tate
13716830_8	Modern
13716830_8	even
13716830_8	The
13716830_8	Houses
13716830_8	of
13716830_8	Parliament
13716830_9	better
13716830_10	Thanks
13716830_10	again
13681417_1	Are
13681417_1	you
13681417_1	better
13681417_2	Not
13681417_2	really
13681417_2	terrible
13681417_2	cough
13681417_2	fever
13681417_3	doctor
13681417_3	the
13681417_4	meds
13681417_4	Guess
13681417_4	they
13681417_4	need
13681417_4	some
13681417_4	time
13681417_4	to
13681417_4	start
13681417_4	working
13681417_5	Poor
13681417_5	you
13681417_5	Take
13681417_5	care
13681417_6	Thanks
13681207_1	Dear
13681207_1	Mrs
13681207_1	Woodson
13681207_1	I
13681207_1	hope
13681207_1	youre
13681207_1	doing
13681207_1	well
13681207_1	apples
13681207_1	really
13681207_1	tasty
13681207_1	organic
13681207_1	best
13681207_2	Thank
13681207_2	you
13681207_2	Ms
13681207_2	Brown
13681207_3	cooking
13681207_3	apples
13681207_3	dessert
13681207_3	apples
13681207_4	Thank
13681207_4	you
13681207_4	cooking
13681207_4	apples
13681207_4	apple
13681207_4	chutney
13681207_5	problem
13681207_5	cooking
13681207_5	apples
13681207_5	Mrs
13681207_5	Woodson
13681207_6	Ms
13681207_6	Brown
13681207_6	Thank
13681207_6	you
13681207_6	very
13681207_6	much
13681207_8	Thank
13681207_8	you
13681207_8	and
13681207_8	see
13681207_8	you
13681207_9	Kind
13681207_9	regards
13681207_9	to
13681207_9	your
13681207_9	husband
13681207_9	from
13681207_9	us
13611915_1	Happy
13611915_1	anniversary
13611915_2	Congratulations
13611915_2	for
13611915_2	another
13611915_2	wonderful
13611915_2	year
13611915_2	of
13611915_2	falling
13611915_2	in
13611915_2	love
13611915_2	with
13611915_2	each
13611915_2	other
13611915_3	Thank
13611915_3	you
13611915_4	anniversary
13611915_4	next
13611915_4	month
13611915_4	am
13611915_4	I
13611915_4	right
13611915_5	and
13611915_5	I
13611915_5	can’t
13611915_5	wait
13611915_5	to
13611915_5	see
13611915_5	surprise
13611915_5	prepare
13611915_5	😊
13611915_6	Do
13611915_6	you
13611915_6	have
13611915_6	any
13611915_6	guesses
13611915_7	He
13611915_7	doesn’t
13611915_7	want
13611915_7	me
13611915_7	to
13611915_7	know
13611915_7	anything
13611915_7	😉
13611915_7	enough
13611915_7	anniversary
13611915_8	Well
13611915_8	we’re
13611915_8	going
13611915_8	on
13611915_8	a
13611915_8	date
13611915_8	😊
13717192_2	Im
13717192_2	here
13717192_5	Theresa
13717192_5	May
13717192_5	and
13717192_5	also
13717192_5	not
13717192_5	happy
13717192_5	it
13717192_5	seems
13717192_6	🤣🤣🤣
13717192_7	hahah
13717192_7	indeed
13717192_7	not
13717192_7	excited
13717192_8	deal
13717192_8	negotiate
13717192_9	not
13717192_9	really
13717192_10	marriage
13717192_11	it
13717192_11	is
13717192_12	Were
13717192_12	marring
13717192_12	with
13717192_12	on
13717192_13	😱
13717192_14	citizenship
13717192_14	pure
13717192_14	formality
13717192_14	no
13717192_14	party
13717192_14	parents
13717192_15	least
13717192_15	drinks
13717192_16	With
13717192_16	pleasure
13717192_16	fake
13717192_16	wedding
13717192_16	fake
13717192_16	party
13717192_16	celebrate
13717192_16	😛
13730821_1	Hey
13730821_1	register
13730821_3	cover
13730821_3	Messi
13730821_3	picture
13730821_4	I
13730821_4	remember
13730821_4	register
13730821_6	Ava
13730821_7	Oh
13730821_7	i
13730821_7	remember
13730821_7	notes
13730821_7	copy
13730821_8	There
13730821_8	you
13730821_8	go
13730821_8	Problem
13730821_8	solved
13716076_1	Ive
13716076_1	got
13716076_1	a
13716076_1	weekend
13716076_1	off
13716076_2	A
13716076_2	miracle
13716076_4	Lets
13716076_4	go
13716076_4	to
13716076_4	the
13716076_4	botanics
13716076_4	weather
13716076_5	Good
13716076_5	idea
13716076_6	place
13716076_6	path
13716076_7	mins
13716076_7	walk
13716076_8	colourful
13716076_8	playground
13716076_9	Yeah
13716076_11	works
13716076_11	for
13716076_11	me
13716076_13	Im
13716076_13	not
13716076_13	100
13716076_13	at
13716076_13	the
13716076_13	moment
13716076_14	Will
13716076_14	give
13716076_14	you
13716076_14	a
13716076_14	call
13716076_14	later
13829942_2	call
13829942_2	news
13829942_3	news
13829942_4	new
13829942_4	apartament
13829942_4	move
13829942_4	uni
13829942_5	details
13829942_5	call
13829942_6	Last
13829942_6	class
13829942_6	Call
13829942_6	me
13829942_6	at
13829942_6	8
13829942_6	or
13829942_6	later
13829942_7	Jess
13829942_7	boyfriend
13829942_7	break
13829942_7	up
13829942_7	move
13829942_7	rent
13829942_7	pay
13829942_8	move
13829942_8	in
13829942_8	But
13829942_8	youre
13829942_8	right
13829942_8	we
13829942_8	gotta
13829942_8	talk
13829942_8	about
13829942_8	it
13829942_9	serious
13829942_9	Im
13829942_9	surprised
13829942_10	But
13829942_10	whatever
13829942_10	makes
13829942_10	you
13829942_10	happy
13829942_11	Thank
13829942_11	you😍
13829942_12	Btw
13829942_12	cheesecake
13829942_12	delicious
13829942_12	All
13829942_12	gone
13829942_12	already
13829942_13	❤️
13829942_14	Cant
13829942_14	wait
13829942_14	to
13829942_14	talk
13829942_14	to
13829942_14	you
13829942_14	Dad
13829942_15	He
13829942_15	will
13829942_15	be
13829942_15	at
13829942_15	home
13829942_15	soon
13829942_15	If
13829942_15	you
13829942_15	wish
13829942_16	Good
13829942_16	idea
13829942_16	Okay
13829942_16	lets
13829942_16	make
13829942_16	it
13829942_16	830
13829942_16	I
13829942_16	will
13829942_16	install
13829942_16	it
13829942_17	I
13829942_17	hope
13829942_17	dad
13829942_17	mood
13829942_18	If
13829942_18	not
13829942_18	session
13829942_18	😜
13829942_19	Haha
13829942_19	its
13829942_19	fine
13829942_19	tell
13829942_19	him
13829942_19	I
13829942_19	miss
13829942_19	him
13829942_19	too
13829942_19	But
13829942_19	he
13829942_19	will
13829942_19	help
13829942_19	me
13829942_19	carry
13829942_19	my
13829942_19	stuff
13829942_19	very
13829942_19	soon😊
13829942_20	OK
13829942_20	I
13829942_20	should
13829942_20	stop
13829942_20	texting
13829942_20	now
13829942_21	I
13829942_21	forgot
13829942_21	you
13829942_21	are
13829942_21	on
13829942_21	that
13829942_21	lecture
13829942_21	Talk
13829942_21	later
13829942_22	👋
13810005_1	Hi
13810005_2	hey
13810005_2	how
13810005_2	are
13810005_2	you
13810005_3	Im
13810005_3	good
13810005_3	and
13810005_3	you
13810005_4	Ive
13810005_4	been
13810005_4	wondering
13810005_4	field
13810005_4	trip
13810005_4	mandatory
13810005_7	Oh
13810005_7	xd
13810005_8	So
13810005_8	yea
13810005_8	haha
13810005_9	Apparently
13810005_9	additional
13810005_9	marks
13810005_10	class
13810005_10	struggle
13810005_11	oh
13810005_11	no
13810005_12	So
13810005_12	I
13810005_12	guess
13810005_12	impress
13810005_13	class
13810005_13	pass
13810005_14	I
13810005_14	tell
13810005_14	you
13810005_15	Just
13810005_15	go
13810005_16	group
13810005_16	work
13810005_16	mark
13810005_17	So
13810005_17	we
13810005_17	can
13810005_17	get
13810005_17	you
13810005_17	covered
13810005_17	hahaha
13810005_17	🤣🤣🤣
13810005_18	Right
13810005_18	on
13810005_18	thanks
13810005_18	much
13810005_19	see
13810005_19	u
13810005_19	there
13716109_1	filephoto
13716109_1	Is
13716109_1	it
13716109_1	a
13716109_1	good
13716109_1	moment
13716109_1	to
13716109_1	call
13716109_1	the
13716109_1	helpline
13716109_2	Yes
13716109_3	onsite
13716109_3	assistance
13716109_3	😱
13716109_4	call
13716109_4	because
13716109_4	I
13716109_4	got
13716109_4	lost
13716109_4	in
13716109_4	😜
13716109_5	Help
13716109_5	me
13716109_5	😂
13716109_6	Holy
13716109_6	smokes
13716109_6	the
13716109_6	size
13716109_6	of
13716109_6	that
13716109_6	spider
13716109_6	Better
13716109_6	call
13716109_6	snakes
13716109_6	deal
13716109_6	🤣
13716109_7	Fuck
13716109_7	off
13716109_7	😂😂😂
13681979_1	classes
13681979_3	Introduction
13681979_3	to
13681979_3	Culture
13681979_3	Theory
13681979_5	break
13681979_5	going
13681979_5	to
13681979_5	the
13681979_5	library
13681979_5	going
13681979_5	home
13681979_5	for
13681979_5	the
13681979_5	weekend
13681979_5	Last
13681979_5	time
13681979_5	the
13681979_5	classes
13681979_5	Dr
13681979_5	Phisik
13681979_5	illness
13681979_5	cancel
13681979_5	I
13681979_5	was
13681979_5	counting
13681979_5	on
13681979_5	a
13681979_5	repeat
13681979_6	Bad
13681979_6	luck
13681979_6	Just
13681979_6	checked
13681979_6	it
13681979_6	already
13681979_7	Dont
13681979_7	get
13681979_7	me
13681979_7	wrong
13681979_7	Hes
13681979_7	a
13681979_7	really
13681979_7	nice
13681979_7	man
13681979_7	and
13681979_7	he
13681979_7	knows
13681979_7	his
13681979_7	stuff
13681979_7	But
13681979_7	material
13681979_7	exam
13681979_9	overwhelming
13681979_9	class
13681979_9	miss
13681979_10	You
13681979_10	may
13681979_10	have
13681979_10	My
13681979_10	notes
13681979_10	usually
13681979_10	extensive
13681979_10	detailed
13681979_10	more
13681979_10	or
13681979_10	less
13681979_10	half
13681979_11	Same
13681979_11	with
13681979_11	me
13681979_11	Id
13681979_11	better
13681979_11	be
13681979_11	there
13681979_11	See
13681979_11	you
13681979_12	See
13681979_12	you
13717230_1	is
13717230_1	anyone
13717230_1	going
13717230_1	by
13717230_1	car
13717230_2	dont
13717230_2	know
13717230_2	yet
13717230_2	probably
13717230_2	uber
13717230_3	Ill
13717230_3	take
13717230_3	my
13717230_3	car
13717230_3	want
13717230_3	me
13717230_3	to
13717230_3	pick
13717230_3	you
13717230_3	up
13717230_4	yes
13717230_4	please
13717230_5	ok
13717230_5	no
13717230_5	problem
13717230_6	thanks
13682574_1	Hey
13682574_1	apartment
13682574_1	heating
13682574_2	Its
13682574_2	ok
13682574_3	Because
13682574_3	Last
13682574_3	year
13682574_3	heating
13682574_4	I
13682574_4	think
13682574_4	bill
13682574_4	around
13682574_4	200
13682574_5	Remember
13682574_5	apartments
13682574_5	join
13682574_5	the
13682574_5	radiator
13682574_5	No
13682574_5	matter
13682574_5	furnace
13682574_5	high
13682574_5	its
13682574_5	never
13682574_5	warm
13682574_5	enough
13682574_6	Hmm
13682574_6	maybe
13682574_6	door
13682574_7	door
13682574_7	join
13682574_8	Sliding
13682574_8	door
13682574_8	A
13682574_8	modern
13682574_8	glass
13682574_8	door
13682574_9	idea
13682574_9	way
13682574_9	comfy
13682574_10	Yeah
13682574_10	you
13682574_10	should
13682574_10	definitely
13682574_10	look
13682574_10	into
13682574_10	it
13682574_10	I
13682574_10	think
13682574_10	bottom
13682574_10	apt
13682574_10	heat
13682574_10	off
13682574_10	spend
13682574_10	warmer
13682574_11	Hey
13682574_11	Im
13682574_11	glad
13682574_11	I
13682574_11	came
13682574_11	to
13682574_11	you
13682574_11	with
13682574_11	this
13682574_12	No
13682574_12	problem
13682574_12	If
13682574_12	you
13682574_12	want
13682574_12	contractor
13682574_13	Wow
13682574_13	great
13682574_13	Thanks
13682574_14	No
13682574_14	problem
13829121_1	oh
13829121_1	facebook
13829121_4	im
13829121_4	waiting
13829121_4	to
13829121_4	be
13829121_4	accepted
13829121_4	to
13829121_4	a
13829121_4	group
13829121_4	sell
13829121_5	ugly
13829121_6	filegif
13829121_7	no
13829121_7	its
13829121_7	not
13829121_8	because
13829121_8	best
13829121_8	stickers
13829121_9	its
13829121_9	the
13829121_9	only
13829121_9	nice
13829121_9	part
13829121_10	its
13829121_10	the
13829121_10	best
13829121_10	part
13829121_12	a
13829121_12	bed
13829121_13	O
13829121_14	you
13829121_14	got
13829121_14	a
13829121_14	new
13829121_14	one
13829121_14	for
13829121_15	haha
13829121_16	ive
13829121_16	had
13829121_16	the
13829121_16	new
13829121_16	one
13829121_16	for
13829121_16	a
13829121_16	long
13829121_16	time
13829121_16	now
13829121_18	ok
13829121_18	D
13829121_19	anyway
13829121_19	dont
13829121_19	write
13829121_19	to
13829121_19	me
13829121_19	here
13829121_20	write
13829121_20	on
13829121_20	skype
13829121_21	okay
13863222_1	Verteidigt
13863222_1	😁
13863222_4	Masters
13863222_4	degree
13863222_5	CONGRATS
13863222_6	filegif
13863222_7	Im
13863222_7	so
13863222_7	happy
13863222_7	😊
13863222_8	The
13863222_8	whole
13863222_8	family
13863222_8	is
13863222_8	very
13863222_8	proud
13863222_8	of
13863222_8	you
13863222_8	❤️
13863222_9	Word
13863222_9	gets
13863222_9	around
13863222_9	😀
13863222_10	🙂
13729496_2	Jill
13729496_2	wb
13729496_2	her
13729496_3	I
13729496_3	think
13729496_3	she
13729496_3	is
13729496_3	hitting
13729496_3	on
13729496_3	me
13729496_4	she
13729496_4	gives
13729496_4	very
13729496_4	strong
13729496_4	eye
13729496_4	contact
13729496_5	Shes
13729496_5	ok
13729496_5	you
13729496_5	can
13729496_5	go
13729496_5	for
13729496_5	her
13729496_6	I
13729496_6	dont
13729496_6	like
13729496_6	her
13729496_6	tho
13729496_7	haha
13729496_7	omg
13729496_8	Well
13729496_8	bro
13729496_8	ignore
13729496_8	her
13730703_1	How
13730703_1	are
13730703_1	you
13730703_1	doing
13730703_2	not
13730703_2	bad
13730703_2	you
13730703_3	not
13730703_3	good
13730703_3	haha
13730703_4	why
13730703_5	a
13730703_5	horrible
13730703_5	hangover
13730703_6	poor
13730703_6	you
13730703_6	last
13730703_6	night
13730703_6	drink
13730703_7	too
13730703_7	much
13730703_7	apparently
13730703_8	drink
13730703_8	a
13730703_8	lot
13730703_8	of
13730703_8	water
13730703_9	it
13730703_9	always
13730703_9	helps
13730703_10	Ive
13730703_10	just
13730703_10	vomited
13730703_10	again
13730703_11	maybe
13730703_11	its
13730703_11	not
13730703_11	after
13730703_11	alcohol
13730703_12	I
13730703_12	drank
13730703_13	so
13730703_13	maybe
13730703_13	so
13730703_14	I
13730703_14	will
13730703_15	let
13730703_15	me
13730703_15	know
13730703_16	thank
13730703_16	Ill
13730703_16	write
13730703_16	you
13730703_17	take
13730703_17	care
13728862_1	son
13728862_2	weather
13728862_2	channel
13728862_4	that
13728862_4	he
13728862_4	has
13728862_4	a
13728862_4	crush
13728862_4	on
13728862_4	the
13728862_4	girl
13728862_4	who
13728862_4	is
13728862_4	on
13728862_5	Whew
13728862_5	nerd
13728862_6	LOL
13728862_7	You
13728862_7	know
13728862_7	sciency
13728862_7	type
13728862_11	Hey
13728862_12	JK
13728862_13	4
13728862_14	Just
13728862_14	let
13728862_14	him
13728862_14	live
13819649_1	canteen
13819649_2	queuing
13819649_2	already
13819649_2	pay
13819649_3	me
13819649_3	too
13819649_4	ok
13819649_4	Ill
13819649_4	join
13819649_4	you
13828655_1	baseball
13828655_1	shirt
13828655_2	last
13828655_2	week
13828655_2	promise
13828655_3	filephoto
13828655_4	Sooo
13828655_4	cool
13828655_4	you’re
13828655_4	gonna
13828655_4	flash
13828655_4	it
13828655_4	around
13828655_5	I
13828655_5	know
13680464_1	Happy
13680464_1	Birthday
13680464_1	Woot
13680464_2	Thank
13680464_2	you
13680464_2	again
13680464_2	LOL
13680464_3	Me
13680464_3	too
13680464_3	LOL
13680464_5	Busy
13680464_5	as
13680464_5	usual
13680464_5	reunion
13680464_6	Not
13680464_6	if
13680464_6	I
13680464_6	can
13680464_6	help
13680464_6	it
13680464_6	next
13680464_6	week
13680464_6	call
13680464_6	and
13680464_6	meet
13680464_6	up
13731156_1	Y
13731156_1	do
13731156_1	u
13731156_1	think
13731156_1	so
13731156_2	friend
13731156_2	credit
13731156_2	card
13731156_2	and
13731156_2	now
13731156_2	hes
13731156_2	in
13731156_2	deep
13731156_3	How
13731156_3	come
13731156_4	He
13731156_4	shopping
13731156_4	spree
13731156_4	a
13731156_4	couple
13731156_4	of
13731156_4	times
13731156_4	and
13731156_4	it
13731156_4	didnt
13731156_4	end
13731156_4	well
13731156_4	for
13731156_4	him
13731156_6	The
13731156_6	most
13731156_6	extravagant
13731156_6	thing
13731156_6	was
13731156_6	a
13731156_6	jet
13731156_6	ski
13731156_7	Srsly
13731156_7	A
13731156_7	jet
13731156_7	ski
13731156_8	enjoy
13731156_9	ride
13731156_9	problems
13731156_10	Bailiff
13731156_11	bills
13731156_11	pay
13731156_12	He
13731156_12	owes
13731156_12	the
13731156_12	bank
13731156_12	like
13731156_12	a
13731156_12	grand
13731156_13	manage
13731156_13	I
13731156_13	feel
13731156_13	bad
13731156_13	month
13731156_13	spend
13731156_14	spend
13731156_15	Say
13731156_15	food
13731156_15	bills
13731156_15	rest
13731156_16	And
13731156_16	still
13731156_16	sure
13731156_16	credit
13731156_16	card
13731156_16	idea
13611396_1	You
13611396_1	wont
13611396_1	believe
13611396_1	whos
13611396_1	knocked
13611396_1	up
13611396_2	Tell
13611396_2	me
13611396_4	No
13611396_4	way
13611396_4	split
13611396_5	but
13611396_6	What
13611396_6	a
13611396_6	mess
13611396_6	Cant
13611396_6	wait
13611396_6	until
13611396_7	It
13611396_7	will
13611396_7	be
13611396_7	lol
13611396_7	its
13611396_7	a
13611396_7	circus
13611396_7	with
13611396_7	this
13611396_7	gang
13611396_7	OK
13611396_7	gotta
13611396_7	go
13611396_7	talk
13611396_7	later
13611396_8	see
13611396_8	ya
13865322_1	internet
13865322_3	Hm
13865322_3	but
13865322_3	laptop
13865322_4	Weird
13865322_4	connection
13865322_5	Maybe
13865322_5	router
13865322_6	laptop
13865322_7	Hm
13865322_7	provider
13865322_7	call
13865322_8	Thanks
13865322_8	man
13865322_9	I’m
13865322_9	just
13865322_9	wondering
13865322_10	probably
13865322_10	use
13865322_10	P
13820368_1	place
13820368_2	pics
13820368_3	readable
13820368_3	at
13820368_3	P
13820368_5	car
13820368_5	drive
13820368_5	follow
13820368_6	fileother
13820368_7	right
13820368_7	stay
13820368_7	there
13820368_7	at
13820368_7	the
13820368_7	patrol
13820368_7	station
13820368_7	1520
13820368_7	min
13820368_8	perfect
13820368_8	thx
13865187_1	pizza
13865187_2	Uhuuu
13864857_1	Should
13864857_1	we
13864857_1	stay
13864857_1	in
13864857_2	I
13864857_2	know
13864857_2	I
13864857_2	want
13864857_2	to
13864857_2	sleep
13864857_3	now
13864857_3	alarm
13864857_3	clocks
13864857_3	no
13864857_3	people
13864857_3	in
13864857_3	my
13864857_3	life
13864857_3	before
13864857_3	10AM
13864857_4	hahaha
13864857_4	ok
13864857_4	but
13864857_4	afterwards
13864857_5	beach
13864857_5	water
13864857_6	but
13864857_6	in
13864857_6	or
13864857_6	somewhere
13864857_6	else
13864857_7	Id
13864857_7	stay
13864857_7	here
13864857_8	ok
13717141_1	dog
13717141_2	i
13717141_2	am
13717141_2	so
13717141_2	worried
13717141_3	sorry
13717141_3	to
13717141_3	hear
13717141_3	that
13717141_3	honey
13717141_4	i
13717141_4	am
13717141_4	so
13717141_4	sorry
13717141_4	too
13717141_7	help
13717141_9	help
13717141_9	but
13717141_9	some
13717141_9	company
13717141_9	would
13717141_9	be
13717141_9	nice
13717141_10	ok
13717141_10	i
13717141_10	will
13717141_10	call
13717141_10	you
13717141_10	later
13717141_11	i
13717141_11	will
13717141_11	let
13717141_11	you
13717141_11	know
13717141_11	later
13729360_1	Hi
13729360_1	how
13729360_1	are
13729360_1	you
13729360_2	Everythings
13729360_2	fine
13729360_2	How
13729360_2	about
13729360_2	you
13729360_3	Im
13729360_3	good
13729360_3	too
13729360_4	Actually
13729360_4	January
13729360_4	last
13729360_4	weekend
13729360_5	Man
13729360_5	I
13729360_5	have
13729360_5	no
13729360_5	idea
13729360_6	Its
13729360_7	friends
13729360_7	small
13729360_7	trip
13729360_8	Cool
13729360_9	To
13729360_10	What
13729360_10	That
13729360_10	doesnt
13729360_10	sound
13729360_10	like
13729360_10	a
13729360_10	small
13729360_10	trip
13729360_10	expensive
13729360_11	No
13729360_11	way
13729360_11	Weve
13729360_11	already
13729360_11	the
13729360_11	most
13729360_11	part
13729360_12	border
13729360_12	pass
13729360_12	check
13729360_12	6
13729360_12	hours
13729360_12	wait
13729360_13	train
13729360_13	wait
13729360_14	Okay
13729360_15	Our
13729360_15	destiny
13729360_15	Is
13729360_15	but
13729360_15	then
13729360_15	D
13729360_16	Cool
13729360_16	city
13729360_16	and
13729360_16	I
13729360_16	would
13729360_16	love
13729360_16	to
13729360_16	visit
13729360_16	it
13729360_18	Restaurants
13729360_18	expensive
13729360_18	train
13729360_18	food
13729360_18	idea
13729360_18	think
13729360_19	You
13729360_19	dont
13729360_19	have
13729360_19	to
13729360_19	worry
13729360_19	my
13729360_19	friend
13729360_19	was
13729360_19	in
13729360_19	a
13729360_19	half
13729360_19	a
13729360_19	year
13729360_19	ago
13729360_19	and
13729360_19	help
13729360_20	Okay
13729360_20	check
13729360_20	exams
13729360_20	week
13729360_20	end
13729360_20	answer
13729360_22	of
13729360_22	course
13827906_1	afternoon
13827906_1	free
13827906_2	job
13827906_2	interview
13827906_3	wow
13827906_3	good
13827906_3	luck
13827906_3	then
13827906_4	thanks
13827906_4	will
13827906_4	need
13827906_4	it
13827906_5	fingers
13827906_5	crossed
13827906_5	let
13827906_5	me
13827906_5	know
13827906_5	how
13827906_5	it
13827906_5	went
13812185_1	time
13812185_1	app
13812185_1	spend
13812185_2	Youtube
13812185_2	P
13812185_3	videos
13812185_4	Liza
13812185_4	Koshy
13812185_5	channel
13812185_5	link
13812185_6	wait
13812185_7	k
13812185_8	filelink
13819481_1	filephoto
13819481_3	whos
13819481_3	in
13819481_4	im
13819481_4	in
13819481_4	gurl
13819481_4	B
13819481_6	come
13819481_6	in
13819481_6	guys
13819481_7	sounds
13819481_7	cool
13819481_7	but
13819481_10	Thursday
13819481_10	probably
13819481_11	sick
13819481_11	worse
13819481_11	know
13819481_12	thats
13819481_12	badi
13819481_12	hope
13819481_13	us
13819481_13	updated
13819481_14	i
13819481_14	will
13819481_15	im
13819481_15	in
13819481_15	finally
13819481_15	some
13819481_15	party
13819481_16	im
13819481_16	gonna
13819481_16	get
13819481_16	fucked
13819481_16	up
13819481_16	like
13819481_16	never
13819481_16	before
13819481_17	ahahahahhha
13819481_17	slow
13819481_17	down
13819481_18	xDDDDD
13819481_18	oh
13819481_18	man
13819481_19	honesty
13819481_19	first
13819481_19	B
13730062_1	You
13730062_1	flying
13730062_1	home
13730062_2	I
13730062_2	wish
13730062_3	ride
13730062_6	I
13730062_6	am
13730062_6	family
13730062_6	already
13730062_7	Sure
13730062_8	gas
13730062_8	money
13727899_1	swimming
13727899_1	pool
13727899_2	Sorry
13727899_2	babe
13727899_2	periods
13727899_2	I’m
13727899_2	dying…
13727899_4	Soup
13727899_4	Tea
13727899_4	Blanket
13727899_4	Good
13727899_4	company
13727899_5	3
13727899_5	Thank
13727899_5	you
13727899_5	but
13727899_5	D
13727899_6	How
13727899_6	about
13727899_6	a
13727899_6	period
13727899_6	playlist
13727899_6	on
13727899_7	Are
13727899_7	you
13727899_7	kiddin
13727899_7	me
13727899_7	Gimme
13727899_8	otherfile
13727899_9	This
13727899_9	is
13727899_9	perfect
13727899_9	Ed
13727899_9	songs
13727899_9	hahahah
13727899_9	ya
13731236_1	flowers
13731236_2	flowers
13731236_3	dont
13731236_3	care
13731236_4	flowers
13731236_5	oh
13818921_1	Sorry
13818921_1	Kev
13818921_1	party
13818921_3	Im
13818921_3	sorry
13818921_3	But
13818921_4	Oh
13818921_4	what
13818921_4	a
13818921_4	pity
13818921_7	fever
13818921_7	39
13818921_7	degrees
13818921_7	terrible
13818921_7	cough
13818921_8	thats
13818921_8	too
13818921_8	bad
13818921_9	I
13818921_9	hope
13818921_9	she
13818921_9	gets
13818921_9	better
13818921_9	soon
13818921_9	Give
13818921_9	her
13818921_9	my
13818921_9	regards
13818921_10	thanks
13730104_1	house
13730104_1	of
13730104_1	cards
13730104_1	last
13730104_1	episode
13730104_1	finish
13730104_1	finally
13730104_2	so
13730104_2	what
13730104_2	do
13730104_2	you
13730104_2	think
13730104_3	disappointed
13730104_3	Kevin
13730104_3	Spacey
13730104_3	its
13730104_3	not
13730104_3	the
13730104_3	same
13730104_4	they
13730104_4	should
13730104_4	not
13730104_4	have
13730104_4	kicked
13730104_4	him
13730104_4	out
13730104_5	yeah
13730104_5	I
13730104_5	mean
13730104_5	i
13730104_5	liked
13730104_5	woman
13730104_5	strongly
13730104_5	and
13730104_5	everything
13730104_5	but
13730104_5	missing
13730104_6	Frank
13730104_6	Underwood
13730104_6	missing
13730104_7	agreed
13730104_7	its
13730104_7	really
13730104_7	a
13730104_7	shame
13730104_7	it
13730104_7	was
13730104_7	such
13730104_7	a
13730104_7	good
13730104_7	show
13730104_8	yeah
13730104_8	fans
13730104_8	straight
13730104_8	haters
13730104_8	absence
13730104_9	totally
13730104_9	justified
13730104_9	lol
13730104_10	i
13730104_10	am
13730104_10	glad
13730104_10	its
13730104_10	over
13730104_10	crappy
13730104_10	season
13730104_10	stand
13829211_1	So
13829211_2	Good
13829211_2	10
13829211_2	days
